(Collecting) ep=   112 ep_reward_last=0.00 ep_reward_avg=2.00 ep_steps= 129 total_steps=  18872 loss=0.0000 eps=1.0000 fps=571.32
(Collecting) ep=   113 ep_reward_last=2.00 ep_reward_avg=2.00 ep_steps= 200 total_steps=  19058 loss=0.0000 eps=1.0000 fps=564.93
(Collecting) ep=   114 ep_reward_last=2.00 ep_reward_avg=2.00 ep_steps= 203 total_steps=  19247 loss=0.0000 eps=1.0000 fps=560.86
(Collecting) ep=   115 ep_reward_last=0.00 ep_reward_avg=1.90 ep_steps= 129 total_steps=  19362 loss=0.0000 eps=1.0000 fps=552.22
(Collecting) ep=   116 ep_reward_last=1.00 ep_reward_avg=1.80 ep_steps= 170 total_steps=  19518 loss=0.0000 eps=1.0000 fps=552.65
(Collecting) ep=   117 ep_reward_last=0.00 ep_reward_avg=1.50 ep_steps= 125 total_steps=  19629 loss=0.0000 eps=1.0000 fps=551.36
(Collecting) ep=   118 ep_reward_last=1.00 ep_reward_avg=1.60 ep_steps= 171 total_steps=  19786 loss=0.0000 eps=1.0000 fps=544.62
(Collecting) ep=   119 ep_reward_last=0.00 ep_reward_avg=1.10 ep_steps= 127 total_steps=  19899 loss=0.0000 eps=1.0000 fps=555.17
(Collecting) ep=   120 ep_reward_last=2.00 ep_reward_avg=0.90 ep_steps= 208 total_steps=  20093 loss=0.0000 eps=1.0000 fps=562.68
(Collecting) ep=   121 ep_reward_last=1.00 ep_reward_avg=0.90 ep_steps= 172 total_steps=  20251 loss=0.0000 eps=1.0000 fps=555.14
(Collecting) ep=   122 ep_reward_last=0.00 ep_reward_avg=0.90 ep_steps= 129 total_steps=  20366 loss=0.0000 eps=1.0000 fps=562.58
(Collecting) ep=   123 ep_reward_last=3.00 ep_reward_avg=1.00 ep_steps= 271 total_steps=  20623 loss=0.0000 eps=1.0000 fps=570.11
(Collecting) ep=   124 ep_reward_last=3.00 ep_reward_avg=1.10 ep_steps= 272 total_steps=  20881 loss=0.0000 eps=1.0000 fps=560.63
(Collecting) ep=   125 ep_reward_last=0.00 ep_reward_avg=1.10 ep_steps= 129 total_steps=  20996 loss=0.0000 eps=1.0000 fps=570.34
(Collecting) ep=   126 ep_reward_last=0.00 ep_reward_avg=1.00 ep_steps= 127 total_steps=  21109 loss=0.0000 eps=1.0000 fps=574.28
(Collecting) ep=   127 ep_reward_last=2.00 ep_reward_avg=1.20 ep_steps= 181 total_steps=  21276 loss=0.0000 eps=1.0000 fps=570.61
(Collecting) ep=   128 ep_reward_last=8.00 ep_reward_avg=1.90 ep_steps= 350 total_steps=  21612 loss=0.0000 eps=1.0000 fps=576.43
(Collecting) ep=   129 ep_reward_last=0.00 ep_reward_avg=1.90 ep_steps= 125 total_steps=  21723 loss=0.0000 eps=1.0000 fps=560.37
(Collecting) ep=   130 ep_reward_last=0.00 ep_reward_avg=1.70 ep_steps= 127 total_steps=  21836 loss=0.0000 eps=1.0000 fps=528.48
(Collecting) ep=   131 ep_reward_last=0.00 ep_reward_avg=1.60 ep_steps= 129 total_steps=  21951 loss=0.0000 eps=1.0000 fps=557.09
(Collecting) ep=   132 ep_reward_last=2.00 ep_reward_avg=1.80 ep_steps= 198 total_steps=  22135 loss=0.0000 eps=1.0000 fps=556.69
(Collecting) ep=   133 ep_reward_last=6.00 ep_reward_avg=2.10 ep_steps= 336 total_steps=  22457 loss=0.0000 eps=1.0000 fps=569.34
(Collecting) ep=   134 ep_reward_last=6.00 ep_reward_avg=2.40 ep_steps= 402 total_steps=  22845 loss=0.0000 eps=1.0000 fps=569.78
(Collecting) ep=   135 ep_reward_last=1.00 ep_reward_avg=2.50 ep_steps= 159 total_steps=  22990 loss=0.0000 eps=1.0000 fps=574.40
(Collecting) ep=   136 ep_reward_last=5.00 ep_reward_avg=3.00 ep_steps= 350 total_steps=  23326 loss=0.0000 eps=1.0000 fps=576.61
(Collecting) ep=   137 ep_reward_last=0.00 ep_reward_avg=2.80 ep_steps= 129 total_steps=  23441 loss=0.0000 eps=1.0000 fps=455.74
(Collecting) ep=   138 ep_reward_last=3.00 ep_reward_avg=2.30 ep_steps= 253 total_steps=  23680 loss=0.0000 eps=1.0000 fps=551.99
(Collecting) ep=   139 ep_reward_last=2.00 ep_reward_avg=2.50 ep_steps= 209 total_steps=  23875 loss=0.0000 eps=1.0000 fps=557.51
(Collecting) ep=   140 ep_reward_last=2.00 ep_reward_avg=2.70 ep_steps= 200 total_steps=  24061 loss=0.0000 eps=1.0000 fps=555.00
(Collecting) ep=   141 ep_reward_last=1.00 ep_reward_avg=2.80 ep_steps= 173 total_steps=  24220 loss=0.0000 eps=1.0000 fps=559.42
(Collecting) ep=   142 ep_reward_last=1.00 ep_reward_avg=2.70 ep_steps= 176 total_steps=  24382 loss=0.0000 eps=1.0000 fps=560.33
(Collecting) ep=   143 ep_reward_last=3.00 ep_reward_avg=2.40 ep_steps= 253 total_steps=  24621 loss=0.0000 eps=1.0000 fps=514.14
